file_id,ground_truth,hypothesis,wer,cer
sample_0551,मला सांगाना जेके बँक चा ग्राहक सेवा क्रमांक काय आहे, मला सांगाना जेके बँक चा ग्राहक सेवा क्रमांक काय आहे,0.0,0.0
sample_0552,मला सांगाना जेके बँक चा ग्राहक सेवा क्रमांक काय आहे, मला सांगाना जेके बँक चा ग्राहक सेवा क्रमांक काय आहे,0.0,0.0
sample_0553,मला सांगाना जेके बँक चा ग्राहक सेवा क्रमांक काय आहे, मला सांगाना जेके बँक चा ग्राहक सेवा क्रमांक काय आहे,0.0,0.0
sample_0554,मला सांगाना जेके बँक चा ग्राहक सेवा क्रमांक काय आहे, मला सांगाना जेके बँक चा ग्राहक सेवा क्रमांक काय आहे,0.0,0.0
sample_0555,मला सांगाना जेके बँक चा ग्राहक सेवा क्रमांक काय आहे, मला सांगाना जेके बँक चा ग्राहक सेवा क्रमांक काय आहे,0.0,0.0
sample_0556,मला सांगाना जेके बँक चा ग्राहक सेवा क्रमांक काय आहे, मला सांगाना जेके बँक चा ग्राहक सेवा क्रमांक काय आहे,0.0,0.0
sample_0557,मला सांगाना जेके बँक चा ग्राहक सेवा क्रमांक काय आहे, मला सांगाना जेके बँक चा ग्राहक सेवा क्रमांक काय आहे,0.0,0.0
sample_0558,मला अंबाला ते चंदिगड च्या रेल्वे सांगा, मला अंबाला ते चडीिगडढ च्या रेल्वे सांगा,0.14285714285714285,0.07894736842105263
sample_0559,मला अंबाला ते चंदिगड च्या रेल्वे सांगा, मला अंबाला ते चंदगड च्या रेल्वे सांगा,0.14285714285714285,0.02631578947368421
sample_0560,मला अंबाला ते चंदिगड च्या रेल्वे सांगा, मला अंबाला ते चंदिगढ च्या रेल्वे सांगा,0.14285714285714285,0.02631578947368421
sample_0561,मला अंबाला ते चंदिगड च्या रेल्वे सांगा, मला अंबाला ते चंदिगड च्या रेल्वे सांगा,0.0,0.0
sample_0562,मला अंबाला ते चंदिगड च्या रेल्वे सांगा, मला अंबाला ते चडीिगड च्या रेल्वे सांगा,0.14285714285714285,0.05263157894736842
sample_0563,मला अंबाला ते चंदिगड च्या रेल्वे सांगा, मला अंबाला ते चंदिगढ च्या रेल्वे सांगा,0.14285714285714285,0.02631578947368421
sample_0564,मला अंबाला ते चंदिगड च्या रेल्वे सांगा, मला अंबाला ते चंदिगढ च्या रेल्वे सांगा,0.14285714285714285,0.02631578947368421
sample_0565,मला अंबाला ते चंदिगड च्या रेल्वे सांगा, मला अंबाला ते चंदिगढ च्या रेल्वे सांगा,0.14285714285714285,0.02631578947368421
sample_0566,मला अंबाला ते चंदिगड च्या रेल्वे सांगा, मला अंबाला ते चडीिगड च्या रेल्वे सांगा,0.14285714285714285,0.05263157894736842
sample_0567,मला अंबाला ते चंदिगड च्या रेल्वे सांगा, मला अंबाला ते चंडीिगड च्या रेल्वे सांगा,0.14285714285714285,0.05263157894736842
sample_0568,वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा, वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.0,0.0
sample_0569,वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा, वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.0,0.0
sample_0570,वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा, वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.0,0.0
sample_0571,वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा, वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.0,0.0
sample_0572,वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा, वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.0,0.0
sample_0573,वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा, वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.0,0.0
sample_0574,वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा, वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.0,0.0
sample_0575,वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा, वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.0,0.0
sample_0576,वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा, वोडाफोन चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.0,0.0
sample_0577,टीटी लिमिटेड च्या शेअर चे मूल्य, टीटी लिमिटेड च्या शेअर चे मूल्य,0.0,0.0
sample_0578,टीटी लिमिटेड च्या शेअर चे मूल्य, टीटी लिमिटेड च्या शेअर चे मूल्य,0.0,0.0
sample_0579,टीटी लिमिटेड च्या शेअर चे मूल्य, टीटी लिमिटेड च्या शेअर चे मूल्य,0.0,0.0
sample_0580,टीटी लिमिटेड च्या शेअर चे मूल्य, टीटी लिमिटेड च्या शेअर चे मूल्य,0.0,0.0
sample_0581,टीटी लिमिटेड च्या शेअर चे मूल्य, टीटी लिमिटेड च्या शेअर चे मूल्य,0.0,0.0
sample_0582,टीटी लिमिटेड च्या शेअर चे मूल्य, टीटी लिमिटेड च्या शेअर चे मूल्य,0.0,0.0
sample_0583,टीटी लिमिटेड च्या शेअर चे मूल्य, टीटी लिमिटेड च्या शेअर चे मूल्य,0.0,0.0
sample_0584,टीटी लिमिटेड च्या शेअर चे मूल्य, टीटी लिमिटेड च्या शेअर चे मूल्य,0.0,0.0
sample_0585,टीटी लिमिटेड च्या शेअर चे मूल्य, टीटी लिमिटेड च्या शेअर चे मूल्य,0.0,0.0
sample_0586,आगगाडी दुर्गापुर ते बर्धमान साठी, आगगाडी दुर्गापुर ते बर्धमान साठी,0.0,0.0
sample_0587,आगगाडी दुर्गापुर ते बर्धमान साठी, आगगाडी दुर्गापुर ते वर्धमान साठी,0.2,0.03125
sample_0588,आगगाडी दुर्गापुर ते बर्धमान साठी, आगगाडी दुर्गापुर पासून बर्धमान साठी,0.2,0.15625
sample_0589,आगगाडी दुर्गापुर ते बर्धमान साठी, आगगाडी दुर्गापुर ते बर्धमान साठी,0.0,0.0
sample_0590,आगगाडी दुर्गापुर ते बर्धमान साठी, आगगाडी दुर्गापुर ते बर्धमान साठी,0.0,0.0
sample_0591,आगगाडी दुर्गापुर ते बर्धमान साठी, आगगाडी दुर्गापुर ते बर्धमान साठी,0.0,0.0
sample_0592,आगगाडी दुर्गापुर ते बर्धमान साठी, आगगाडी दुर्गापुर ते वर्धमान साठी,0.2,0.03125
sample_0593,आगगाडी दुर्गापुर ते बर्धमान साठी, आगगाडी दुर्गापुर ते वर्धमान साठी,0.2,0.03125
sample_0594,आगगाडी दुर्गापुर ते बर्धमान साठी, आगगाडी दुर्गापुर ते बर्धमान साठी,0.0,0.0
sample_0595,आगगाडी दुर्गापुर ते बर्धमान साठी, आगगाडी दुर्गापुर ते भद्रमान साठी,0.2,0.09375
sample_0596,सांग सहाशे सत्तावन्न बेरीज आठशे नऊ काय आहे, सांग सहाशे सत्त्याण्णव बेरीज आठशे नऊ काय आहे,0.125,0.14285714285714285
sample_0597,सांग सहाशे सत्तावन्न बेरीज आठशे नऊ काय आहे, सांग सहाशे सत्तावन्न बेरीज आठशे नऊ काय आहे,0.0,0.0
sample_0598,सांग सहाशे सत्तावन्न बेरीज आठशे नऊ काय आहे, सांग सहाशे सत्तावन्न बेरीज आठशे नऊ काय आहे,0.0,0.0
sample_0599,सांग सहाशे सत्तावन्न बेरीज आठशे नऊ काय आहे, सांग सहाशे सत्तावन्न बेरीज आठशे नऊ काय आहे,0.0,0.0
sample_0600,सांग सहाशे सत्तावन्न बेरीज आठशे नऊ काय आहे, सांग सहाशे सत्तावन्न बेरीज आठशे नऊ काय आहे,0.0,0.0
sample_0601,सांग सहाशे सत्तावन्न बेरीज आठशे नऊ काय आहे, सांग सहाशे सत्तावन्न बेरीज आठशे नऊ काय आहे,0.0,0.0
sample_0602,सांग सहाशे सत्तावन्न बेरीज आठशे नऊ काय आहे, सांग सहाशे सत्तावन्न बेरीज आठशे नऊ काय आहे,0.0,0.0
sample_0603,सांग सहाशे सत्तावन्न बेरीज आठशे नऊ काय आहे, सांग सहाशे सत्तावन्न बेरीज आठशे नऊ काय आहे,0.0,0.0
sample_0604,सांग सहाशे सत्तावन्न बेरीज आठशे नऊ काय आहे, सांग सहाशे सत्तावन्न बेरीज आठशे नऊ किती आहे,0.125,0.07142857142857142
sample_0605,एचडीएफसी बँक शेअर अनॅलिसिस शो कर, एचडीएफसी बँक शेअर अनॅलिसिस शो कर,0.0,0.0
sample_0606,एचडीएफसी बँक शेअर अनॅलिसिस शो कर, एचडीएफसी बँक शेअर अनॅलिसिस शो कर,0.0,0.0
sample_0607,एचडीएफसी बँक शेअर अनॅलिसिस शो कर, एचडीएफसी बँक शेअर अनॅलिसिस शो कर,0.0,0.0
sample_0608,एचडीएफसी बँक शेअर अनॅलिसिस शो कर, एचडीएफसी बँक शेअर अनॅलिसिस शो कर,0.0,0.0
sample_0609,एचडीएफसी बँक शेअर अनॅलिसिस शो कर, एचडीएफसी बँक शेअर अनॅलिसिस शो कर,0.0,0.0
sample_0610,एचडीएफसी बँक शेअर अनॅलिसिस शो कर, एचडीएफसी बँक शेअर अनॅलिसिस शो कर,0.0,0.0
sample_0611,एचडीएफसी बँक शेअर अनॅलिसिस शो कर, एचडीएफसी बँक शेअर अनॅलिसिस शो कर,0.0,0.0
sample_0612,एचडीएफसी बँक शेअर अनॅलिसिस शो कर, एचडीएफसी बँक शेअर अनॅलिसिस शो कर,0.0,0.0
sample_0613,एचडीएफसी बँक शेअर अनॅलिसिस शो कर, एचडीएफसी बँक शेअर अनॅलिसिस शो कर,0.0,0.0
sample_0614,मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा, मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा,0.0,0.0
sample_0615,मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा, मला ओंकारेश्वर ते उज्जैन जाण्या करीता रेल्वे दाखवा,0.125,0.09433962264150944
sample_0616,मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा, मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा,0.0,0.0
sample_0617,मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा, मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा,0.0,0.0
sample_0618,मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा, मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा,0.0,0.0
sample_0619,मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा, मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा,0.0,0.0
sample_0620,मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा, मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा,0.0,0.0
sample_0621,मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा, मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा,0.0,0.0
sample_0622,मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा, मला ओंकारेश्वर पासून उज्जैन जाण्या करीता रेल्वे दाखवा,0.0,0.0
sample_0623,आज कांगरा चे हवामान कसे आहे, आज कांगराा चे हवामान कसे आहे,0.16666666666666666,0.037037037037037035
sample_0624,आज कांगरा चे हवामान कसे आहे, आज कांगरा चे हवामान कसे आहे,0.0,0.0
sample_0625,आज कांगरा चे हवामान कसे आहे, आज कांगरा चे हवामान कसे आहे,0.0,0.0
sample_0626,आज कांगरा चे हवामान कसे आहे, आज कांग्रा चे हवामान कसे आहे,0.16666666666666666,0.037037037037037035
sample_0627,आज कांगरा चे हवामान कसे आहे, आज कांगराा चे हवामान कसे आहे,0.16666666666666666,0.037037037037037035
sample_0628,आज कांगरा चे हवामान कसे आहे, आज कांगरा चे हवामान कसे आहे,0.0,0.0
sample_0629,आज कांगरा चे हवामान कसे आहे, आज कांगरा चे हवामान कसे आहे,0.0,0.0
sample_0630,आज कांगरा चे हवामान कसे आहे, आज कांगराा चे हवामान कसे आहे,0.16666666666666666,0.037037037037037035
sample_0631,आज कांगरा चे हवामान कसे आहे, आज कांगरा चे हवामान कसे आहे,0.0,0.0
sample_0632,आज कांगरा चे हवामान कसे आहे, आज कांगरा चे हवामान कसे आहे,0.0,0.0
sample_0633,करवा चौथ सण मला सांग, परवाचौथ सण मला सांग,0.4,0.1
sample_0634,करवा चौथ सण मला सांग, करवा चौथ सण मला सांग,0.0,0.0
sample_0635,करवा चौथ सण मला सांग, करवा चौथ सण मला सांग,0.0,0.0
sample_0636,करवा चौथ सण मला सांग, करवाचौथ सण मला सांग,0.4,0.05
sample_0637,करवा चौथ सण मला सांग, करवा चौथ सण मला सांग,0.0,0.0
sample_0638,करवा चौथ सण मला सांग, करवा चौथ सण मला सांग,0.0,0.0
sample_0639,करवा चौथ सण मला सांग, करवा चौथ सण मला सांगा,0.2,0.05
sample_0640,करवा चौथ सण मला सांग, करवा चौथ सण मला सांग,0.0,0.0
sample_0641,करवा चौथ सण मला सांग, करर्वासौध सण मला सांग,0.4,0.25
sample_0642,डीएलएफ चा ग्राहक देखभाल नंबर काय आहे मला सांगाना, डीएलएफ चा ग्राहक देखभाल नंबर काय आहे मला सांगाना,0.0,0.0
sample_0643,डीएलएफ चा ग्राहक देखभाल नंबर काय आहे मला सांगाना, डीएलएफ चा ग्राहक देखभाल नंबर काय आहे मला सांगाना,0.0,0.0
sample_0644,डीएलएफ चा ग्राहक देखभाल नंबर काय आहे मला सांगाना, डीएलएफ चा ग्राहक देखभाल नंबर काय आहे मला सांगाना,0.0,0.0
sample_0645,डीएलएफ चा ग्राहक देखभाल नंबर काय आहे मला सांगाना, डीएलएफ चा ग्राहक देखभाल नंबर काय आहे मला सांगाना,0.0,0.0
sample_0646,डीएलएफ चा ग्राहक देखभाल नंबर काय आहे मला सांगाना, डीएलएफ चा ग्राहक देखभाल नंबर काय आहे मला सांगाना,0.0,0.0
sample_0647,डीएलएफ चा ग्राहक देखभाल नंबर काय आहे मला सांगाना, डीएलएफ चा ग्राहक देखभाल नंबर काय आहे मला सांगाना,0.0,0.0
sample_0648,डीएलएफ चा ग्राहक देखभाल नंबर काय आहे मला सांगाना, डीएलएफ चा ग्राहक देखभाल नंबर काय आहे मला सांगाना,0.0,0.0
sample_0649,डीएलएफ चा ग्राहक देखभाल नंबर काय आहे मला सांगाना, डीएलएफ चा ग्राहक देखभाल नंबर काय आहे मला सांगाना,0.0,0.0
sample_0650,रेल्वे विदिशा ते होशंगाबाद करीता सांगा, रेल्वे विदिशा ते होशंगाबाद करीता सांगा,0.0,0.0
sample_0651,रेल्वे विदिशा ते होशंगाबाद करीता सांगा, रेल्वे विदिशा ते होशंगाबाद करीता सांगा,0.0,0.0
sample_0652,रेल्वे विदिशा ते होशंगाबाद करीता सांगा, रेल्वे विदिशा ते होशंगाबाद करीता सांगा,0.0,0.0
sample_0653,रेल्वे विदिशा ते होशंगाबाद करीता सांगा, रेल्वे विदिशा ते होशंगाबाद करीता सांगा,0.0,0.0
sample_0654,रेल्वे विदिशा ते होशंगाबाद करीता सांगा, रेल्वे विदिशा ते होशंगाबाद करीता सांगा,0.0,0.0
sample_0655,रेल्वे विदिशा ते होशंगाबाद करीता सांगा, रेल्वे विदिशा ते होशंगाबाद करीता सांगा,0.0,0.0
sample_0656,रेल्वे विदिशा ते होशंगाबाद करीता सांगा, रेल्वे विदिशा ते होशंगाबाद करीता सांगा,0.0,0.0
sample_0657,रेल्वे विदिशा ते होशंगाबाद करीता सांगा, रेल्वे विदिशा ते होशंगाबाद करीता सांगा,0.0,0.0
sample_0658,रेल्वे विदिशा ते होशंगाबाद करीता सांगा, रेल्वे विदिशा ते होशंगाबाद करीता सांगा,0.0,0.0
sample_0659,आज चेन्नई चे तापमान किती आहे सांगा, आज चेन्नई चे तापमान किती आहे सांगा,0.0,0.0
sample_0660,आज चेन्नई चे तापमान किती आहे सांगा, आज चेन्नई चे तापमान किती आहे सांगा,0.0,0.0
sample_0661,आज चेन्नई चे तापमान किती आहे सांगा, आज चेन्नई चे तापमान किती आहे सांगा,0.0,0.0
sample_0662,आज चेन्नई चे तापमान किती आहे सांगा, आज चेन्नई चे तापमान किती आहे सांगा,0.0,0.0
sample_0663,आज चेन्नई चे तापमान किती आहे सांगा, आज चेन्नई चे तापमान किती आहे सांगा,0.0,0.0
sample_0664,आज चेन्नई चे तापमान किती आहे सांगा, आज चेन्नई चे तापमान किती आहे सांगा,0.0,0.0
sample_0665,आज चेन्नई चे तापमान किती आहे सांगा, आज चेन्नई चे तापमान किती आहे सांगा,0.0,0.0
sample_0666,आज चेन्नई चे तापमान किती आहे सांगा, आज चेन्नई चे तापमान किती आहे सांगा,0.0,0.0
sample_0667,आज चेन्नई चे तापमान किती आहे सांगा, आज चेन्नई चे तापमान किती आहे सांगा,0.0,0.0
sample_0668,आज चेन्नई चे तापमान किती आहे सांगा, आज चेन्नई चे तापमान किती आहे सांगा,0.0,0.0
sample_0669,केळवे पर्यटन महोत्सव मला सांगा, केळवे पर्यटन महोत्सव मला सांग,0.2,0.03333333333333333
sample_0670,केळवे पर्यटन महोत्सव मला सांगा, केळवे पर्यटन महोत्सव मला सांगा,0.0,0.0
sample_0671,केळवे पर्यटन महोत्सव मला सांगा, केळवे पर्यटन महोत्सव मला सांगा,0.0,0.0
sample_0672,केळवे पर्यटन महोत्सव मला सांगा, केळवे पर्यटन महोत्सव मला सांगा,0.0,0.0
sample_0673,केळवे पर्यटन महोत्सव मला सांगा, केळवे पर्यटन महोत्सव मला सांग,0.2,0.03333333333333333
sample_0674,केळवे पर्यटन महोत्सव मला सांगा, केळवे पर्यटन महोत्सव मला सांगा,0.0,0.0
sample_0675,केळवे पर्यटन महोत्सव मला सांगा, केळवे पर्यटन महोत्सव मला सांग,0.2,0.03333333333333333
sample_0676,केळवे पर्यटन महोत्सव मला सांगा, केळवे पर्यटन महोत्सव मला सांग,0.2,0.03333333333333333
sample_0677,तापमान किती आहे झारखंड चे मला सांगा, तापमान किती आहे झारखंड चे मला सांगा,0.0,0.0
sample_0678,तापमान किती आहे झारखंड चे मला सांगा, तापमान किती आहे झारखंड चे मला सांगा,0.0,0.0
sample_0679,तापमान किती आहे झारखंड चे मला सांगा, तापमान किती आहे झारखंड चे मला सांगा,0.0,0.0
sample_0680,तापमान किती आहे झारखंड चे मला सांगा, तापमान किती आहे झारखंड चे मला सांगा,0.0,0.0
sample_0681,तापमान किती आहे झारखंड चे मला सांगा, तापमान किती आहे झारखंड चे मला सांगा,0.0,0.0
sample_0682,तापमान किती आहे झारखंड चे मला सांगा, तापमान किती आहे झारखंड चे मला सांगा,0.0,0.0
sample_0683,तापमान किती आहे झारखंड चे मला सांगा, तापमान किती आहे झारखंड चे मला सांगा,0.0,0.0
sample_0684,तापमान किती आहे झारखंड चे मला सांगा, तापमान किती आहे झारखंड चे मला सांगा,0.0,0.0
sample_0685,तापमान किती आहे झारखंड चे मला सांगा, तापमान किती आहे झारखंड चे मला सांगा,0.0,0.0
sample_0686,तापमान किती आहे झारखंड चे मला सांगा, तापमान किती आहे झारखंड चे मला सांगा,0.0,0.0
sample_0687,बार्कलेज चा कस्टमर केअर क्रमांक काय आहे मला सांगा, बार्कले चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.1111111111111111,0.02040816326530612
sample_0688,बार्कलेज चा कस्टमर केअर क्रमांक काय आहे मला सांगा, बार्कले चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.1111111111111111,0.02040816326530612
sample_0689,बार्कलेज चा कस्टमर केअर क्रमांक काय आहे मला सांगा, बार्कलेट चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.1111111111111111,0.02040816326530612
sample_0690,बार्कलेज चा कस्टमर केअर क्रमांक काय आहे मला सांगा, बार्क्लेस चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.1111111111111111,0.04081632653061224
sample_0691,बार्कलेज चा कस्टमर केअर क्रमांक काय आहे मला सांगा, बॅकलेज चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.1111111111111111,0.061224489795918366
sample_0692,बार्कलेज चा कस्टमर केअर क्रमांक काय आहे मला सांगा, बार्क्लेस चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.1111111111111111,0.04081632653061224
sample_0693,बार्कलेज चा कस्टमर केअर क्रमांक काय आहे मला सांगा, बार्कलेज चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.0,0.0
sample_0694,बार्कलेज चा कस्टमर केअर क्रमांक काय आहे मला सांगा, बकलेस चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.1111111111111111,0.08163265306122448
sample_0695,बार्कलेज चा कस्टमर केअर क्रमांक काय आहे मला सांगा, गार्गलस चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.1111111111111111,0.08163265306122448
sample_0696,बार्कलेज चा कस्टमर केअर क्रमांक काय आहे मला सांगा, बार््टिएट चा कस्टमर केअर क्रमांक काय आहे मला सांगा,0.1111111111111111,0.10204081632653061
sample_0697,रेल्वेगाडी कणकवली पासून कुडाळ करीता, रेल्वेगाडी कणकवली पासून कुडाळ करीता,0.0,0.0
sample_0698,रेल्वेगाडी कणकवली पासून कुडाळ करीता, रेल्वेगाडी कणकवली पासून कुडाळ करीता,0.0,0.0
sample_0699,रेल्वेगाडी कणकवली पासून कुडाळ करीता, रेल्वेगाडी कणकवली पासून कुडाळ करीता,0.0,0.0
sample_0700,रेल्वेगाडी कणकवली पासून कुडाळ करीता, रेल्वेगाडी कणकवली पासून कुडाळ करीता,0.0,0.0
sample_0701,रेल्वेगाडी कणकवली पासून कुडाळ करीता, रेल्वेगाडी कणकवली पासून कुडाळ करीता,0.0,0.0
sample_0702,रेल्वेगाडी कणकवली पासून कुडाळ करीता, रेल्वेगाडी कणकवली पासून कुडाळ करीता,0.0,0.0
sample_0703,रेल्वेगाडी कणकवली पासून कुडाळ करीता, रेल्वेगाडी कणकवली पासून कुडाळ करीता,0.0,0.0
sample_0704,रेल्वेगाडी कणकवली पासून कुडाळ करीता, रेल्वेगाडी कणकवली पासून कुडाळ करीता,0.0,0.0
sample_0705,रेल्वेगाडी कणकवली पासून कुडाळ करीता, रेल्वेगाडी कणकवली पासून कुडाळ करीता,0.0,0.0
sample_0706,रेल्वेगाडी कणकवली पासून कुडाळ करीता, रेल्वेगाडी कणकवली पासून कुडाळ करीता,0.0,0.0
sample_0707,खजुराहो नृत्य महोत्सव मला सांग, खजुरह नृत्य महोत्सव मला सांग,0.2,0.06666666666666667
sample_0708,खजुराहो नृत्य महोत्सव मला सांग, खजुराहू नृत्य महोत्सव मला सांगा,0.4,0.06666666666666667
sample_0709,खजुराहो नृत्य महोत्सव मला सांग, खजुराहो नृत्य महोत्सव मला सांग,0.0,0.0
sample_0710,खजुराहो नृत्य महोत्सव मला सांग, खजुराहो नृत्य महोत्सव मला सांग,0.0,0.0
sample_0711,खजुराहो नृत्य महोत्सव मला सांग, खजुराहो नृत्य महोत्सव मला सांग,0.0,0.0
sample_0712,खजुराहो नृत्य महोत्सव मला सांग, खजुराहून नृत्य महोत्सव मला सांग,0.2,0.06666666666666667
sample_0713,खजुराहो नृत्य महोत्सव मला सांग, खुजुराहो नृत्य महोत्सव मला सांग,0.2,0.03333333333333333
sample_0714,खजुराहो नृत्य महोत्सव मला सांग, खजुराहो नृत्य महोत्सव मला सांग,0.0,0.0
sample_0715,ईस्टर उत्सव मला सांग, ईस्टर उत्सव मला सांग,0.0,0.0
sample_0716,ईस्टर उत्सव मला सांग, ईस्टर उत्सव मला सांग,0.0,0.0
sample_0717,ईस्टर उत्सव मला सांग, ईस्टर उत्सव मला सांग,0.0,0.0
sample_0718,ईस्टर उत्सव मला सांग, ईस्टर उत्सव मला सांग,0.0,0.0
sample_0719,ईस्टर उत्सव मला सांग, ईस्टर उत्सव मला सांग,0.0,0.0
sample_0720,ईस्टर उत्सव मला सांग, ईस्टर उत्सव मला सांग,0.0,0.0
sample_0721,ईस्टर उत्सव मला सांग, ईस्टर उत्सव मला सांग,0.0,0.0
sample_0722,ईस्टर उत्सव मला सांग, ईस्टर उत्सव मला सांग,0.0,0.0
sample_0723,ईस्टर उत्सव मला सांग, ईस्टर उत्सव मला सांग,0.0,0.0
sample_0724,ईस्टर उत्सव मला सांग, ईस्टर उत्सव मला सांग,0.0,0.0
sample_0725,जबलपूर चे तापमान किती आहे मला सांगा, जबलपूर चे तापमान किती आहे मला सांगा,0.0,0.0
sample_0726,जबलपूर चे तापमान किती आहे मला सांगा, जबलपूर चे तापमान किती आहे मला सांगा,0.0,0.0
sample_0727,जबलपूर चे तापमान किती आहे मला सांगा, जबलपूर चे तापमान किती आहे मला सांगा,0.0,0.0
sample_0728,जबलपूर चे तापमान किती आहे मला सांगा, जबलपूर चे तापमान किती आहे मला सांगा,0.0,0.0
sample_0729,जबलपूर चे तापमान किती आहे मला सांगा, जबलपूर चे तापमान किती आहे मला सांगा,0.0,0.0
sample_0730,जबलपूर चे तापमान किती आहे मला सांगा, जबलपूर चे तापमान किती आहे मला सांगा,0.0,0.0
sample_0731,जबलपूर चे तापमान किती आहे मला सांगा, जबलपूर चे तापमान किती आहे मला सांगा,0.0,0.0
sample_0732,जबलपूर चे तापमान किती आहे मला सांगा, जबलपूर चे तापमान किती आहे मला सांगा,0.0,0.0
sample_0733,जबलपूर चे तापमान किती आहे मला सांगा, जबलपूर चे तापमान किती आहे मला सांगा,0.0,0.0
sample_0734,जबलपूर चे तापमान किती आहे मला सांगा, जबलपूर चे तापमान किती आहे मला सांगा,0.0,0.0
sample_0735,कोलगेटपामोलिव्ह इंडिया लिमिटेड शेअर्स चा इंडेक्स सांगा, कोलगेटपामोलिव्ह इंडिया लिमिटेड शेअर्स चा इंडेक्स सांगा,0.0,0.0
sample_0736,कोलगेटपामोलिव्ह इंडिया लिमिटेड शेअर्स चा इंडेक्स सांगा, कोलगेटपामोलिव्ह इंडिया लिमिटेड शेअर्स चा इंडेक्स सांगा,0.0,0.0
sample_0737,कोलगेटपामोलिव्ह इंडिया लिमिटेड शेअर्स चा इंडेक्स सांगा, कोलगेटपामोलिव्ह इंडिया लिमिटेड शेअर्स चा इंडेक्स सांगा,0.0,0.0
sample_0738,कोलगेटपामोलिव्ह इंडिया लिमिटेड शेअर्स चा इंडेक्स सांगा, कोलगेटपामोलिव्ह इंडिया लिमिटेड शेअर्स चा इंडेक्स सांगा,0.0,0.0
sample_0739,कोलगेटपामोलिव्ह इंडिया लिमिटेड शेअर्स चा इंडेक्स सांगा, कोलगेटपामोलिव्ह इंडिया लिमिटेड शेअर्स चा इंडेक्स सांगा,0.0,0.0
sample_0740,कोलगेटपामोलिव्ह इंडिया लिमिटेड शेअर्स चा इंडेक्स सांगा, कोलगेटपामोलिव्ह इंडिया लिमिटेड शेअर्स चा इंडेक्स सांगा,0.0,0.0
sample_0741,कोलगेटपामोलिव्ह इंडिया लिमिटेड शेअर्स चा इंडेक्स सांगा, कोलगेटपामोलिव्ह इंडिया लिमिटेड शेअर्स चा इंडेक्स सांगा,0.0,0.0
sample_0742,कोलगेटपामोलिव्ह इंडिया लिमिटेड शेअर्स चा इंडेक्स सांगा, कोलगेटपामोलिव्ह इंडिया लिमिटेड शेअर्स चा इंडेक्स सांगा,0.0,0.0
