Key,Transcription
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2153191_2024_09_29_06_14_GMT_384_segment_055.mp3,किसी friend के साथ तो उसका जो amount है वो ज़्यादा charge कर रहा है ना processing fee
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2153191_2024_09_29_06_14_GMT_384_segment_056.mp3,"1790 की उधारे, पर एंग्जांपल आप जैसे आपने calculate कराओगा,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2153191_2024_09_29_06_14_GMT_384_segment_060.mp3,"अब आप ये confirm कर सकते हैं कि जो अगला subordinate, जो subsequent month होएंगे,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2153191_2024_09_29_06_14_GMT_384_segment_062.mp3,not possible not possible not possible not possible जब bill amount generate होगा तभी वो payment deduct होगी
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2153191_2024_09_29_06_14_GMT_384_segment_063.mp3,"I don't know ना, I don't know background history, internal, internal, internal, internal का चलता है था और"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2153191_2024_09_29_06_14_GMT_384_segment_064.mp3,हर company के साथ किसने किसी customer को issues होता ही है और वो एक अलग platform से dissolve हो रहा होता है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2153191_2024_09_29_06_14_GMT_384_segment_065.mp3,मेरा जो concern था जैसे अभी आप payment page पे गए हो उससे पहले जो आपको दिखा रहा था जो मुझे दिखा रहा था वो 14% दिखा रहा था मेरा main concern था
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2153191_2024_09_29_06_14_GMT_384_segment_066.mp3,उसके बाद जब आप जब payment page में मैं गया हूँ तो जो मैं 21490 की जो payment थी उस पे मुझे company जो upfront discount provide करा रही थी वो 1780 something दिखा रही थी
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2153191_2024_09_29_06_14_GMT_384_segment_067.mp3,वो upfront करके जो मुझे payment करनी है वो amount में certain block हो जाएगा
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2153191_2024_09_29_06_14_GMT_384_segment_068.mp3,मेरा concern यह है कि actual at the end of 12 months
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2153191_2024_09_29_06_14_GMT_384_segment_069.mp3,जो processing charge है जो 18th and GST है वो
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2153191_2024_09_29_06_14_GMT_384_segment_071.mp3,और जो ये processing charge और ये 18% GST ये including है जो EMI में calculate होके आई है।
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2153191_2024_09_29_06_14_GMT_384_segment_073.mp3,मतलब क्या बोलते है वो तो फिर ज्यादा expect होगा न customer के pocket पे मतलब वो 1790 से exactly उपर ही आगे न मोट
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2153191_2024_09_29_06_14_GMT_384_segment_075.mp3,"और वो processing fuse के अंदर charge कर रहे हैं,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2153191_2024_09_29_06_14_GMT_384_segment_076.mp3,"करते होंगे, करते होंगे, definitely करते होंगे, sir, file making, kajis, वो भी definitely करते होंगे."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2646365_2025_01_27_06_29_GMT_384_segment_001.mp3,"आपने सर हमारे application पे call back request किया था न, तो किसके regarding था, वो जाने के लिए मैंने call किया था."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2646365_2025_01_27_06_29_GMT_384_segment_002.mp3,"मैं हम आगे चली नहीं, इसलिए मैंने बोला कि shoes, मैं कहा shoes उसे check कर लो, साफ हैं,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2646365_2025_01_27_06_29_GMT_384_segment_003.mp3,आपका वो जो cleaning का लड़का है वहाँ पे वो आ गया है कि तक इस पे lady बैठी थी
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2646365_2025_01_27_06_29_GMT_384_segment_004.mp3,"तो जो क्या फर्क पड़ता है वो दिन बढ़ साफ करें नहीं करें, how am I concerned about this?"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2646365_2025_01_27_06_29_GMT_384_segment_010.mp3,ये मेरा nature of business ऐसा ही है जहाँ पे front end application है या
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2646365_2025_01_27_06_29_GMT_384_segment_013.mp3,"उसके लिए, और एक carpet, हमने carpet cleaning रखती थी,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2646365_2025_01_27_06_29_GMT_384_segment_015.mp3,हम customer तो थोड़े ही बोल रहे हैं कि बॉस तुम बाहर शुरूतार के अंदर आओ
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2646365_2025_01_27_06_29_GMT_384_segment_018.mp3,"मैंने कहा यार क्या कर रहे हो, धरावी से थोड़े ही लोग आ रहे हैं, people are not coming here from slums."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2646365_2025_01_27_06_29_GMT_384_segment_019.mp3,ने organization का reputation तो maintain करके चलो ना है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2627118_2025_01_22_11_16_GMT_384_segment_008.mp3,"तो आपको select preferred center बोलके आएगा, कोई भी center select कर लीजे, कोई बात नहीं है."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2627118_2025_01_22_11_16_GMT_384_segment_009.mp3,तो लक्नो क्यों सो नहीं कर रहा है बोले तो आप उदर दिल्ली NCR या दिल्ली बोलके
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2627118_2025_01_22_11_16_GMT_384_segment_012.mp3,"या अगर Monday से जाना चाहिए, तो Monday से ही करिए."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2627118_2025_01_22_11_16_GMT_384_segment_015.mp3,"और इसी तरह बताइए एक date बताइए कब लेना चाहते हैं, मैं उस date पर आपको call करके discount apply कर दूँगा दुबार."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2627118_2025_01_22_11_16_GMT_384_segment_016.mp3,और आपके और मैम के एलवा आपके family और friends से और भी कोई है के जितनी पर.
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2382658_2024_11_24_11_08_GMT_384_segment_001.mp3,"एक महिने में दस क्लास आप लोग नहीं दे सकते, आप लोगों के portal capability नहीं है."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2382658_2024_11_24_11_08_GMT_384_segment_005.mp3,लिंक दे दो जहाँ पर ये सारे sessions by month लिखे हैं वो वाला link please दे ना मुझे
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2672568_2025_02_05_08_26_GMT_384_segment_012.mp3,यहां पे आपको अगर आप आज purchase करेंगे तो आपको 1200 रुपीस का Amazon
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2672568_2025_02_05_08_26_GMT_384_segment_017.mp3,लेकर आप अभी purchase कर सकते हैं क्योंकि ये offer अभी Amazon वाउट
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2672568_2025_02_05_08_26_GMT_384_segment_018.mp3,"तो आप इस number पे call back नहीं कर पाएंगे, आप मुझे timing रखा सकते हैं, ताकि मैं आपको call कर सकूं,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2672568_2025_02_05_08_26_GMT_384_segment_022.mp3,और आपको यहां पर 2.5 months का जो extension मिल रहा है यह भी सिर्फ आज के लिए ही है और वो भी कुछ ही
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2672568_2025_02_05_08_26_GMT_384_segment_023.mp3,अगर आपको आज ही purchase करना है अगर आपको Amazon voucher आज के लिए चाहिए ना सिर्फ आज के लिए है ये अगर आपको purchase करेंगे तो miss कर देंगे ठीक है extension भी इतना नहीं मिलेगा आपको
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2672568_2025_02_05_08_26_GMT_384_segment_025.mp3,इसी month में आपको आज के लिए ही best offers दिये जाएंगे
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2672568_2025_02_05_08_26_GMT_384_segment_026.mp3,offer जो है discount activated किया हुआ है आपके इस number पे
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2672568_2025_02_05_08_26_GMT_384_segment_027.mp3,"तो अगर आप इस number से purchase करेंगे तो आपको सिर्फ 15,800 ही"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2672568_2025_02_05_08_26_GMT_384_segment_028.mp3,आप अपने family से discuss करके before 11.30 pm आप
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2672568_2025_02_05_08_26_GMT_384_segment_029.mp3,तो यहां पर मैं सिर्फ एक suggestion देना चाहती हूँ sir आपको 15800 ले करने से अगर आपको 14.5 months का membership मिल रहा है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2672568_2025_02_05_08_26_GMT_384_segment_035.mp3,करने के लिए try कर सकते हैं ठीक है तो
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_002.mp3,आप इसमें पैकेज के खतिना में मतलब almost double the price होता है या कैसे होता है जो normal और
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_005.mp3,"देली में जो चल रहा है NCR में 21,390 है"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_012.mp3,जैसे आपके coaches हमारे है तो 100% देंगे देंगे आपको भी adherence देना ही पड़ेगा sir क्योंकि commitment की बात है ये
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_014.mp3,तो अगर आप 80% का commitment देने के बाद भी अगर आपसे कुछ वहाँ पे कुछ changes नहीं दिख रहे हैं आपके body में
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_016.mp3,तो आप मुझे coach को बोलेंगे कि मैं already gym जा रहा हूँ third party है मुझे workout plan सही है वो workout plan देगी
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_017.mp3,इसमें मैं खाली weekends का नहीं कर सकता मैं ऐसा नहीं रहेगा मेरे को 7 days भी जाना पड़ेगा
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_018.mp3,"अगर वो आपके, मैं क्या बोल रहा हूँ, dedication, adherence 80% का मतलब क्या हुआ,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_019.mp3,जो भी हमारे coaches बोल रहे हैं जिसके अगर दिन में बोल दिये आपको 3 times meal खाना है particular यही खाना है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_021.mp3,मतलब मेरो थोड़ा confusion हो गया कि मेरो वो 80%
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_024.mp3,इसमें quarterly भी तो आपका है अगर मैं trial वाला लेना चाहूँ तो
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_025.mp3,6 months का भी है 6 months में मैं आपको lab test
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_031.mp3,भी दिए किसी आपने membership लेने से पहले भी किया है उसके बाद आप भी कहा जाएंगे
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_033.mp3,करो एक महीने में अगर नहीं होता है तो मेरे को money back भी मिल जाएगा पूरा ऐसा
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_034.mp3,हमारे majority members जो भी enroll किये हैं वो मुंबई से है मुंबई Delhi
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_035.mp3,कर दो या mail कर दो मैं इसको देखता हूँ यह जो pro वाला है आप मेरे को उसका ही दो 6 months वाला कोई problem नहीं है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_039.mp3,when you take that 6 months वो आपको enable हो जाएगा
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_040.mp3,तो अभी आपके पास already frequently लिया हुआ lab test है।
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_042.mp3,for end of your session like 6 months जब complete होना रहेगा न
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_044.mp3,application में reflect होगा sir the movement when you purchase for example sir अभी आप मान गए है कि आपको अभी online payment करने वाले है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_045.mp3,"other office जो मेरे पास पड़े हैं, मेरे पास employee code है, मेरे पास"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_046.mp3,"टेस मिलेगा, और नहीं लेता हूँ, quarterly वाला लेता हूँ, तो उसमें"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_047.mp3,तो 3 months plan में normal basic रखता है उसमें कुछ आएगा नहीं
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_050.mp3,"हाँ sir, transform plus 3 months will cost you 10,499"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_054.mp3,मेरे को थोड़ा सा लग रहा है कि practical है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_059.mp3,तो इसमें मतलब either of the two चलता है मैं चाहे जिम में जाऊँ चाहे home workout करूँ मेरा option है न इसमें personalize में
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_060.mp3,"नहीं, अभी जैसे आपका already एक third party gym में आपने elect कर रखा है, right, number 6, if I'm not wrong."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_063.mp3,without equipment आपको घर पे workout बता देंगे कि आपको
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_064.mp3,आपको two way दोनों आपको options मिल रहा है इसलिए
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_065.mp3,"पोच से तो मिली लूँगा, बस यह है कि distance पता चल जाया है,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_067.mp3,अगर आप उसमें जाना चाहेंगे तो आपको एक trial मिल जाएगा
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_068.mp3,membership के लिए इसे कोई trial नहीं है हमारे पास
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2089073_2024_09_12_09_01_GMT_384_segment_069.mp3,to be honest अभी आप lunch break में हैं तो अभी आपको बस time कम नहीं है तो आप बात कर रहे हो
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2621980_2025_01_21_10_57_GMT_384_segment_001.mp3,तो 90 days if you are doing there will be accounts booking
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2687030_2025_02_04_13_18_GMT_384_segment_002.mp3,हाँ अभी purchase नहीं किया आप offer बताओ कुछ offer offer हो तो
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2687030_2025_02_04_13_18_GMT_384_segment_003.mp3,आप अगर ये referral offer लेके रखे हैं तो दो और ऊपर तो change नहीं हो सकता
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2687030_2025_02_04_13_18_GMT_384_segment_004.mp3,"but आपके पास 2.5 months के extension मिलेगा आज, with 30 days of pause option, sir."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_004.mp3,क्योंकि आपको ना बाकी का lower parallel का 1 3 1 2 है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_009.mp3,12 months के इस अब से तो 16500 होना चाहिए ना
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_013.mp3,"फिर वहाँ पे 1, 3, 7, 5 per month onwards"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_014.mp3,"जी जी सर, तो आपने application open किया, वहाँ पे आपने select किया fitness टाप, right सर?"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_019.mp3,1375 price दिखा रहा है फिर buy now पे click करके अगर
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_020.mp3,तो अगर आप 12 months के लिए शिष्ठ हो रहे हैं
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_027.mp3,every month पांच time दूसरे cities में access कर सकते हैं
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_030.mp3,ले जाएंगे तो और increase हो जाएगा by 200 और 300
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_034.mp3,"2 month का free extension में मिल रहा है ना,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_037.mp3,"तो on an average बात आते हुए, वो exact cost नहीं है,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_040.mp3,"पेश पे जाओ गा जी इसमें देखो अपने को 6 months, 3 months"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_044.mp3,मेरे को देखो 21990 का मेरे को अगर मैंने for example ये किया है लोग
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_045.mp3,और वह 21990 का अगर आप EMI में convert करोगे
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_048.mp3,21990 आपको और 12 months अगर आप calculate करेंगे तो most probably आपको
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_051.mp3,मतलब देखो credit card के charges का नहीं बुल रहा हूँ आपका कितना cut होगा आपके लिए
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_052.mp3,12 months के आगर EMI पे जाएंगे सर तो 21996
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_055.mp3,"PMI पे नहीं, जो plan select करते हैं न, 2, 1, 6, 3, 1 और 24 months का"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_056.mp3,उसमें मेरे को 12 months के इसमें 1571 पर मन दिका रहा है।
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_057.mp3,वह आपको 14 months के लिए calculate करके बता रहा है system by default
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_059.mp3,"ये for sure हम अपनी tech team को inform करेंगे लेकिन अगर आप अपने end से calculate करे 21,99 ये per month आपको average पर कितना cost कर रहा है यानि कि 14 महीने के लिए आप अपनी membership"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_060.mp3,फिर मेरे को pay फिर 18 ही करना होगा ना क्योंकि 2 months तो free है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_061.mp3,twenty one nine ninety आपका payable amount है let me
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_063.mp3,तो यही prices आपको application में pay करने है आपकी membership avail करने के लिए
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_064.mp3,इसको अगर आप tenority में convert करोगे अगर आप कितने महिने की tenority में convert कर रहे हो
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_066.mp3,"यह जो आपको application में starts from 1575 onwards, 1875 onwards,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_068.mp3,"अगर इसमें कोई extension आपको provide हो रहा है, तो extension period calculate"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_069.mp3,"तो वो additionally इसमें add हो रहा है, मैं उसके लिए, जो आपके साइट से ही provided,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_072.mp3,12 months में आपके selected है। मैं 12 months में एकता ही calculate करूँगा।
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_074.mp3,तो अगर आप जैसे बोल रहे हो सुनो 157 month
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_076.mp3,"14 months से calculate कर रहा है तो 21,990 दिकार है वो"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_077.mp3,बट वो 2 months तो आपके सिर्फ फ्री है ना तो फिर उसके लिए मैं pay क्यों करूँगा
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_079.mp3,वो गलत है न दिखाना मैं वो ही confirm कर रहा हूँ आपसे
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_082.mp3,यहाँ पे लिखा है only today get free 2 months extension
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_084.mp3,तो फिर मैं 12 months का ही pay करूँगा ना
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_085.mp3,वो ही तो बोल रहा हूँ मैं 12 months का आपने अभी बोला की 2 months का include होके दिखा रहा है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_086.mp3,"2 months फ्री कैसे हुआ हो, 12 months का मेरे को 21,992 नहीं पड़ेगा"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_090.mp3,"exactly 12 months का, क्योंकि आपको 2 months free का calculation चाहिए नहीं मांप है।"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_091.mp3,हर month अपनी membership के 14 महीनों के लिए कितना spend करोगे
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_093.mp3,अगर आप 12 महीनों से calculate करोगे तो 1833 का आपका per month का average cost आएगा
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_094.mp3,नहीं आना चाहिए अगर वो आ रहा है तो फिर इसमें वो update होना चाहिए
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_097.mp3,फिर 2 months additional तो मेरे को मिल रही है वो आपका feature है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_098.mp3,हम अपनी victim को inform कर देंगे but on an average
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_103.mp3,1800 exchange per month का average price निकल आ रहा है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_104.mp3,2 months का extension include करके on an average price बता रहा है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_106.mp3,हमारे customers को एक idea देने के लिए कि आप 14 months के लिए अगर आप calculate करें तो कितना आप spend कर रहे है maximum अपनी
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_109.mp3,two months additional ये add हो जाएगा आप एक बार ये confirm कर लो मेरे को ये update करोगे कि मुझे फिर से fall off लेना पड़ेगा
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_111.mp3,ideally मैं आपको बता रहा हूँ application पर changes करने के लिए थोड़ा time लगेगा
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_112.mp3,आज क्योंकि Amazon voucher भी live है और sale day live है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_113.mp3,बहुत दिन से observe कर रहा हूँ इसलिए वजह से मैं subscription नहीं ले रहा था
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_115.mp3,tension period भी calculate करके लेंगे तो आप इतना ही spend करना है अपनी membership
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_116.mp3,मैं आपको अपने end से clarity दे रहा हूँ आपका final payable होगा 21990 हमारा discount अप्लाई करने के बाद
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_117.mp3,अगर आप 12 महीने की EMI उस पर select करोगे तो 1800 change का आपका performance का
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_118.mp3,first month की थोड़ा difference इतना but second month आपका 8th generation की
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_121.mp3,हाँ but वो मैं वो ही वो तो incorrect है calculation
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_122.mp3,लेके मैं अगर फिर ticket raise करूँगा यह गलत दिकार है मेरे को refund चाहिए तो फिर वो
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_123.mp3,"अगर हम totally 14 months के लिए भी calculate करें, तो हमारा average कितना spend हो रहा है एक महीने?"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_125.mp3,"या let's just suppose बारा महिमे का provider जाता है,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_126.mp3,तो मेरा per month average कितना निकल किया रहा है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_127.mp3,और क्या देखना चाहते हैं application में directly उसी हिसाब से prices
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_128.mp3,"वहां पर reflect हो रहा है, but अगर आपको prices के लिए regarding priority चाहिए,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_129.mp3,"तो मैंने वो आपको अल्रेड़ी प्रोवाइड किया, 21990 आपका प्राइजेस रहेगा, 18th अलग।"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2141819_2024_09_26_08_33_GMT_384_segment_130.mp3,वही अगर आप 14 महीने से on an average जैसे कि हमारे बहुत सारे customers को चाहिए था कि on an average हमें कितना cost कर रहा है
